cprd_prodcode	description	description2	bnf_code
8147	Lopresoretic Tablet (Novartis Pharmaceuticals UK Ltd)	Metoprolol Tartrate/Chlortalidone	02020100/02040000
15488	Metoprolol tartrate with chlortalidone Tablet	Metoprolol Tartrate/Chlortalidone	02020100/02040000
18287	Co-Betaloc SA tablets (Pfizer Ltd)	Metoprolol tartrate/Hydrochlorothiazide	0
29427	Hydrochlorothiazide with metoprolol tartrate 12.5mg with 100mg tablet	Metoprolol Tartrate/Hydrochlorothiazide	02020100/02040000
33659	Hydrochlorothiazide with metoprolol tartrate 25mg with 200mg Modified-release tablet	Metoprolol Tartrate/Hydrochlorothiazide	02020100/02040000
20093	Metoprolol 200mg modified-release / Hydrochlorothiazide 25mg tablets	Metoprolol tartrate/Hydrochlorothiazide	0
61573	Atenolol 25mg/5ml oral solution	0	2040000
13415	Corgard 40mg tablets (Sanofi-Synthelabo Ltd)	Nadolol	0
10716	Corgard 80mg tablets (Sanofi)	Nadolol	2040000
66779	Nadolol 30mg/5ml oral suspension	0	2040000
8935	Nadolol 40mg tablets	Nadolol	2040000
66464	Nadolol 40mg/5ml oral solution	Nadolol	2040000
2499	Nadolol 80mg tablets	Nadolol	2040000
27086	NADOLOL 80MG/BENDROFLUAZIDE 5MG MG TAB	0	0
12119	SOTALOL HCl S/R 80 MG TAB	0	0
11338	Bendroflumethiazide 5mg with Nadolol 40mg tablets	Nadolol/Bendroflumethiazide	02020100/02040000
5330	Corgaretic 40mg tablets (Sanofi-Synthelabo Ltd)	Nadolol/Bendroflumethiazide	0
14438	Corgaretic 80mg tablets (Sanofi-Synthelabo Ltd)	Nadolol/Bendroflumethiazide	0
23134	Nadolol 40mg / Bendroflumethiazide 5mg tablets	Nadolol/Bendroflumethiazide	0
27946	Nadolol 80mg / Bendroflumethiazide 5mg tablets	Nadolol/Bendroflumethiazide	0
7528	Nebilet 5mg tablets (A. Menarini Farmaceutica Internazionale SRL)	Nebivolol hydrochloride	2040000
66559	Nebilet 5mg tablets (Waymade Healthcare Plc)	Nebivolol hydrochloride	2040000
59961	Nebivolol 10mg tablets	Nebivolol hydrochloride	2040000
40761	Nebivolol 2.5mg tablets	Nebivolol hydrochloride	2040000
44808	Nebivolol 2.5mg tablets (A A H Pharmaceuticals Ltd)	Nebivolol hydrochloride	2040000
47300	Nebivolol 2.5mg tablets (Glenmark Pharmaceuticals Europe Ltd)	Nebivolol hydrochloride	2040000
54487	Nebivolol 2.5mg tablets (Sigma Pharmaceuticals Plc)	Nebivolol hydrochloride	2040000
751	Nebivolol 5mg tablets	Nebivolol hydrochloride	2040000
64703	Nebivolol 5mg tablets (Glenmark Generics (Europe) Ltd)	Nebivolol hydrochloride	2040000
15117	Nifedipine with atenolol 20mg + 50mg Capsule	Nifedipine/Atenolol	02040000/02060200
25644	Apsolox 80mg Tablet (Approved Prescription Services Ltd)	Oxprenolol hydrochloride	2040000
16669	LOPRESOR SR 200 MG TAB	0	0
12497	OXPRENOLOL 10 MG TAB	0	0
1334	Oxprenolol 160mg modified-release tablets	Oxprenolol hydrochloride	2040000
3748	Oxprenolol 160mg Tablet	Oxprenolol Hydrochloride	2040000
3516	Oxprenolol 20mg tablets	Oxprenolol hydrochloride	2040000
27357	Oxprenolol 40mg Tablet (Actavis UK Ltd)	Oxprenolol hydrochloride	2040000
1333	Oxprenolol 40mg tablets	Oxprenolol hydrochloride	2040000
2780	Oxprenolol 80mg tablets	Oxprenolol hydrochloride	2040000
33569	Oxprenolol sr 160mg Modified-release tablet (Hillcross Pharmaceuticals Ltd)	Oxprenolol hydrochloride	2040000
21885	Oxyprenix SR 160mg tablets	Oxprenolol Hydrochloride	2040000
29230	Slow-pren 160mg Tablet (IVAX Pharmaceuticals UK Ltd)	Oxprenolol hydrochloride	2040000
4025	Slow-Trasicor 160mg tablets (AMCo)	Oxprenolol hydrochloride	2040000
10777	Trasicor 160mg Tablet (Novartis Pharmaceuticals UK Ltd)	Oxprenolol Hydrochloride	2040000
13309	TRASICOR 2 MG INJ	0	0
7474	Trasicor 20mg Tablet (Novartis Pharmaceuticals UK Ltd)	Oxprenolol hydrochloride	2040000
35062	Trasicor 20mg tablets (Amdipharm Plc)	Oxprenolol hydrochloride	2040000
8290	Trasicor 40mg Tablet (Novartis Pharmaceuticals UK Ltd)	Oxprenolol hydrochloride	2040000
24094	Trasicor 40mg tablets (Amdipharm Plc)	Oxprenolol hydrochloride	2040000
2361	Trasicor 80mg Tablet (Novartis Pharmaceuticals UK Ltd)	Oxprenolol hydrochloride	2040000
29180	Trasicor 80mg tablets (Amdipharm Plc)	Oxprenolol hydrochloride	2040000
13871	Co-prenozide 160mg/0.25mg modified-release tablets	Oxprenolol hydrochloride/Cyclopenthiazide	2040000
52145	Cyclopenthiazide 0.25mg with oxprenolol 160mg modified-release tablets	Oxprenolol Hydrochloride/Cyclopenthiazide	02020100/02040000
8673	Oxprenolol with cyclopenthiazide 160mg+0.25mg Modified-release tablet	Oxprenolol Hydrochloride/Cyclopenthiazide	02020100/02040000
4429	Trasidrex modified-release tablets (Mercury Pharma Group Ltd)	Oxprenolol hydrochloride/Cyclopenthiazide	2040000
55853	Pindolol 15mg Tablet (Hillcross Pharmaceuticals Ltd)	Pindolol	2040000
14673	Pindolol 15mg tablets	Pindolol	2040000
5284	Pindolol 5mg tablets	Pindolol	2040000
20012	Visken 15mg Tablet (Sovereign Medical Ltd)	Pindolol	2040000
32787	Visken 15mg tablets (AMCo)	Pindolol	2040000
4588	Visken 5mg Tablet (Sovereign Medical Ltd)	Pindolol	2040000
35695	Visken 5mg tablets (AMCo)	Pindolol	2040000
25462	Clopamide 5mg with Pindolol 10mg tablets	Pindolol/Clopamide	2040000
25764	PINDOLOL 10MG/CLOPAMIDE 5MG	0	0
20169	Practolol 2mg/ml injection	Practolol	2040000
22912	Bendroflumethiazide 2.5mg with Propanolol 80mg capsules	Propranolol Hydrochloride/Bendroflumethiazide	02020100/02040000
23131	Bendroflumethiazide 5mg with Propanolol 160mg modified-release capsules	Propranolol Hydrochloride/Bendroflumethiazide	02020100/02040000
4796	Inderetic 80mg/2.5mg capsules (AstraZeneca UK Ltd)	Propranolol hydrochloride/Bendroflumethiazide	0
8369	Inderex 160mg/5mg modified-release capsules (AstraZeneca UK Ltd)	Propranolol hydrochloride/Bendroflumethiazide	0
8987	Propranolol 160mg modified-release / Bendroflumethiazide 5mg capsules	Propranolol hydrochloride/Bendroflumethiazide	0
12054	Propranolol 80mg / Bendroflumethiazide 2.5mg capsules	Propranolol hydrochloride/Bendroflumethiazide	0
17783	Spiroprop Tablet (Pharmacia Ltd)	Propranolol Hydrochloride/Spironolactone	2040000
3691	Sotalol 160mg with hydrochlorothiazide 25mg tablet	Sotalol Hydrochloride/Hydrochlorothiazide	2040000
8061	Sotalol 80mg with hydrochlorothiazide 12.5mg tablet	Sotalol Hydrochloride/Hydrochlorothiazide	2040000
3041	SOTALOL HCl 40 MG INJ	0	0
29976	SOTAZIDE	0	0
12456	Sotazide Tablet (Bristol-Myers Squibb Pharmaceuticals Ltd)	Sotalol Hydrochloride/Hydrochlorothiazide	2040000
15042	Tolerzide Tablet (Bristol-Myers Squibb Pharmaceuticals Ltd)	Sotalol Hydrochloride/Hydrochlorothiazide	2040000
30519	Amiloride with timolol with hydrochlorothiazide tablets	Timolol Maleate/Amiloride Hydrochloride/Hydrochlorothiazide	02020100/02040000
21182	Hydrochlorothiazide with timolol and amiloride 25mg with 10mg with 2.5mg Tablet	Timolol Maleate/Amiloride Hydrochloride/Hydrochlorothiazide	02020100/02040000
25730	Timolol maleate with amiloride and hydrochlorothiazide Tablet	Timolol Maleate/Amiloride Hydrochloride/Hydrochlorothiazide	02020100/02040000
19142	Bendroflumethiazide 2.5mg with Timolol maleate 10mg tablets	Timolol Maleate/Bendroflumethiazide	02020100/02040000
21025	Prestim forte Tablet (LEO Pharma)	Timolol Maleate/Bendroflumethiazide	02020100/02040000
8623	Prestim Tablet (ICN Pharmaceuticals France S.A.)	Timolol maleate/Bendroflumethiazide	02020100/02040000
25363	Prestim tablets (Meda Pharmaceuticals Ltd)	Timolol maleate/Bendroflumethiazide	2040100
12651	Timolol 10mg / Bendroflumethiazide 2.5mg tablets	Timolol maleate/Bendroflumethiazide	2040100
8788	TIMOLOL 10MG/BENDROFLUAZIDE 2.5MG TAB	0	0
12517	Timolol maleate with bendroflumethiazide 20mg + 5mg Tablet	Timolol Maleate/Bendroflumethiazide	02020100/02040000
14126	Acebutolol 200mg / Hydrochlorothiazide 12.5mg tablets	Acebutolol hydrochloride/Hydrochlorothiazide	0
8189	Secadrex 200mg/12.5mg tablets (Sanofi)	Acebutolol hydrochloride/Hydrochlorothiazide	0
3526	Amiloride with atenolol with hydrochlorothiazide capsules	Atenolol/Amiloride Hydrochloride/Hydrochlorothiazide	02020100/02040000
4983	Atenolol with amiloride and hydrochlorothiazide capsules	Atenolol/Amiloride Hydrochloride/Hydrochlorothiazide	02020100/02040000
28177	Hydrochlorothiazide with atenolol and amiloride Capsule	Atenolol/Amiloride Hydrochloride/Hydrochlorothiazide	02020100/02040000
7543	Kalten capsules (M & A Pharmachem Ltd)	Atenolol/Amiloride hydrochloride/Hydrochlorothiazide	2040100
48745	Timolol 10mg / Amiloride 2.5mg / Hydrochlorothiazide 25mg tablets	0	2040100
13526	Atenix Co 100 tablets (Ashbourne Pharmaceuticals Ltd)	Atenolol/Chlortalidone	02020100/02040000
21873	Atenix Co 50 tablets (Ashbourne Pharmaceuticals Ltd)	Atenolol/Chlortalidone	02020100/02040000
5721	Co-tenidone 100mg/25mg tablets	Atenolol/Chlortalidone	02020100/02040000
34899	Co-tenidone 100mg/25mg tablets (A A H Pharmaceuticals Ltd)	Atenolol/Chlortalidone	02020100/02040000
46952	Co-tenidone 100mg/25mg tablets (Actavis UK Ltd)	Atenolol/Chlortalidone	02020100/02040000
62537	Co-tenidone 100mg/25mg tablets (DE Pharmaceuticals)	Atenolol/Chlortalidone	02020100/02040000
34012	Co-tenidone 100mg/25mg tablets (IVAX Pharmaceuticals UK Ltd)	Atenolol/Chlortalidone	02020100/02040000
37725	Co-tenidone 100mg/25mg tablets (Mylan Ltd)	Atenolol/Chlortalidone	02020100/02040000
41572	Co-tenidone 100mg/25mg tablets (Teva UK Ltd)	Atenolol/Chlortalidone	02020100/02040000
9783	Co-tenidone 50mg/12.5mg tablets	Atenolol/Chlortalidone	02020100/02040000
32094	Co-tenidone 50mg/12.5mg tablets (A A H Pharmaceuticals Ltd)	Atenolol/Chlortalidone	02020100/02040000
31708	Co-tenidone 50mg/12.5mg tablets (Actavis UK Ltd)	Atenolol/Chlortalidone	02020100/02040000
34034	Co-tenidone 50mg/12.5mg tablets (IVAX Pharmaceuticals UK Ltd)	Atenolol/Chlortalidone	02020100/02040000
34449	Co-tenidone 50mg/12.5mg tablets (Mylan Ltd)	Atenolol/Chlortalidone	02020100/02040000
34825	Co-tenidone 50mg/12.5mg tablets (Teva UK Ltd)	Atenolol/Chlortalidone	02020100/02040000
26248	Tenchlor 100mg/25mg tablets (Teva UK Ltd)	Atenolol/Chlortalidone	02020100/02040000
31470	Tenchlor 50mg/12.5mg tablets (Teva UK Ltd)	Atenolol/Chlortalidone	02020100/02040000
1288	Tenoret 50mg/12.5mg tablets (AstraZeneca UK Ltd)	Atenolol/Chlortalidone	02020100/02040000
1124	Tenoretic 100mg/25mg tablets (AstraZeneca UK Ltd)	Atenolol/Chlortalidone	02020100/02040000
24280	Totaretic 100mg+25mg Tablet (C P Pharmaceuticals Ltd)	Atenolol/Chlortalidone	02020100/02040000
26741	Totaretic 50mg+12.5mg Tablet (C P Pharmaceuticals Ltd)	Atenolol/Chlortalidone	02020100/02040000
8526	Aprinox 2.5mg tablets (AMCo)	Bendroflumethiazide	02020100/09050102
7698	Aprinox 5mg tablets (Amdipharm Plc)	Bendroflumethiazide	2020100
66517	Bendroflumethiazide 1.25mg/5ml oral suspension	Bendroflumethiazide	02020100/09050102
34803	Bendroflumethiazide 2.5mg Tablet (Regent Laboratories Ltd)	Bendroflumethiazide	2020100
2	Bendroflumethiazide 2.5mg tablets	Bendroflumethiazide	02020100/09050102
33651	Bendroflumethiazide 2.5mg tablets (A A H Pharmaceuticals Ltd)	Bendroflumethiazide	02020100/09050102
34059	Bendroflumethiazide 2.5mg tablets (Actavis UK Ltd)	Bendroflumethiazide	02020100/09050102
40886	Bendroflumethiazide 2.5mg tablets (Almus Pharmaceuticals Ltd)	Bendroflumethiazide	02020100/09050102
27689	Bendroflumethiazide 2.5mg tablets (IVAX Pharmaceuticals UK Ltd)	Bendroflumethiazide	2020100
47844	Bendroflumethiazide 2.5mg tablets (Kent Pharmaceuticals Ltd)	Bendroflumethiazide	02020100/09050102
33415	Bendroflumethiazide 2.5mg tablets (Mylan Ltd)	Bendroflumethiazide	02020100/09050102
34602	Bendroflumethiazide 2.5mg tablets (Sovereign Medical Ltd)	Bendroflumethiazide	02020100/09050102
31670	Bendroflumethiazide 2.5mg tablets (Teva UK Ltd)	Bendroflumethiazide	02020100/09050102
27256	Bendroflumethiazide 2.5mg tablets (Wockhardt UK Ltd)	Bendroflumethiazide	02020100/09050102
7351	Bendroflumethiazide 2.5mg/5ml oral suspension	Bendroflumethiazide	02020100/09050102
58	Bendroflumethiazide 5mg tablets	Bendroflumethiazide	2020100
23427	Bendroflumethiazide 5mg tablets (A A H Pharmaceuticals Ltd)	Bendroflumethiazide	2020100
34124	Bendroflumethiazide 5mg tablets (Actavis UK Ltd)	Bendroflumethiazide	2020100
64907	Bendroflumethiazide 5mg tablets (Almus Pharmaceuticals Ltd)	Bendroflumethiazide	2020100
40149	Bendroflumethiazide 5mg tablets (IVAX Pharmaceuticals UK Ltd)	Bendroflumethiazide	2020100
41517	Bendroflumethiazide 5mg tablets (Teva UK Ltd)	Bendroflumethiazide	2020100
31820	Bendroflumethiazide 5mg tablets (Wockhardt UK Ltd)	Bendroflumethiazide	2020100
53812	Bendroflumethiazide oral solution	Bendroflumethiazide	2020100
21803	Berkozide 2.5mg Tablet (Berk Pharmaceuticals Ltd)	Bendroflumethiazide	2020100
21867	Berkozide 5mg Tablet (Berk Pharmaceuticals Ltd)	Bendroflumethiazide	2020100
18973	Centyl 2.5mg Tablet (Edwin Burgess Ltd)	Bendroflumethiazide	2020100
29991	Centyl 5mg Tablet (Edwin Burgess Ltd)	Bendroflumethiazide	2020100
24189	Neo-bendromax 2.5mg Tablet (Ashbourne Pharmaceuticals Ltd)	Bendroflumethiazide	2020100
24190	Neo-bendromax 5mg Tablet (Ashbourne Pharmaceuticals Ltd)	Bendroflumethiazide	2020100
46302	Neo-Naclex 2.5mg tablets (AMCo)	Bendroflumethiazide	02020100/09050102
1209	Neo-Naclex 5mg tablets (Mercury Pharma Group Ltd)	Bendroflumethiazide	2020100
4406	Decaserpyl plus Tablet (Roussel Laboratories Ltd)	Benzthiazide/methoserpidine	2050200
29696	Methoserpidine with benzthiazide Tablet	Benzthiazide/methoserpidine	2050200
17462	Bisoprolol 10mg / Hydrochlorothiazide 6.25mg tablets	Hydrochlorothiazide/Bisoprolol fumarate	0
17149	Monozide 10 tablets (Wyeth Pharmaceuticals)	Hydrochlorothiazide/Bisoprolol fumarate	0
11641	Captopril 25mg with Hydrochlorothiazide 12.5mg tablets	Captopril/Hydrochlorothiazide	02020100/02050501
10902	Captopril 50mg with Hydrochlorothiazide 25mg tablets	Captopril/Hydrochlorothiazide	02020100/02050501
15135	Hydrochlorothiazide with captopril 12.5mg with 25mg Tablet	Captopril/Hydrochlorothiazide	02020100/02050501
11133	Hydrochlorothiazide with captopril 25mg with 50mg Tablet	Captopril/Hydrochlorothiazide	02020100/02050501
30592	CHLOROTHIAZIDE / SPIRONOLACTONE / GLUCOS 60 MG POW	0	0
30034	CHLOROTHIAZIDE / SPIRONOLACTONE 100 MG POW	0	0
64798	Chlorothiazide 120mg/5ml oral solution	0	2020100
13246	Chlorothiazide 150mg/5ml oral suspension	Chlorothiazide	2020100
27489	CHLOROTHIAZIDE 25 MG LIQ	0	0
22525	CHLOROTHIAZIDE 250 MG SYR	0	0
54679	Chlorothiazide 250mg tablets	Chlorothiazide	2020100
59834	Chlorothiazide 250mg/5ml oral solution	0	2020100
6816	Chlorothiazide 250mg/5ml oral suspension	Chlorothiazide	2020100
56804	Chlorothiazide 25mg/5ml oral suspension	Chlorothiazide	2020100
30035	CHLOROTHIAZIDE 40MG /SPIRONOLACTONE 4MG POW	0	0
26120	CHLOROTHIAZIDE 50 MG SUS	0	0
8836	Chlorothiazide 500mg tablets	Chlorothiazide	2020100
60603	Chlorothiazide 50mg/5ml oral suspension	Chlorothiazide	2020100
54341	Chlorothiazide 5mg/5ml oral suspension	0	2020100
30367	CHLOROTHIAZIDE 60MG / SPIRONOLACTONE 6MG POW	0	0
63227	Chlorothiazide 70mg/5ml oral solution	Chlorothiazide	2020100
55889	Chlorothiazide oral solution	Chlorothiazide	2020100
31235	CHLOROTHIAZIDE SACHETS 60 MG	0	0
30368	CHLOROTHIAZIDE/SPIRONOLACTONE SACHETS 100 MG	0	0
55050	CHLOROTHIAZIDE/SPIRONOLACTONE/LACT SACH 50 MG	0	0
30365	CHLOROTHIAZIDE/SPIRONOLACTONE/LACTOSE MG POW	0	0
33724	Diuril 250mg/5ml oral suspension (Imported (United States))	Chlorothiazide	2020100
17720	Saluric 500mg Tablet (Merck Sharp & Dohme Ltd)	Chlorothiazide	2020100
3548	Chlortalidone 100mg tablets	Chlortalidone	02020100/06050200
605	Chlortalidone 50mg tablets	Chlortalidone	2020100
3054	Hygroton 100mg Tablet (Alliance Pharmaceuticals Ltd)	Chlortalidone	02020100/06050200
3997	Hygroton 50mg tablets (Alliance Pharmaceuticals Ltd)	Chlortalidone	2020100
1788	Atenolol 100mg with Chlortalidone 25mg tablets	Chlortalidone/Atenolol	02020100/02040000
581	Atenolol 50mg with Chlortalidone 12.5mg tablets	Chlortalidone/Atenolol	02020100/02040000
19055	Chlortalidone 12.5mg with Atenolol 50mg tablets	Chlortalidone/Atenolol	02020100/02040000
16786	Chlortalidone 25mg with Atenolol 100mg tablets	Chlortalidone/Atenolol	02020100/02040000
14057	Pindolol 10mg / Clopamide 5mg tablets	Clopamide/Pindolol	2040100
9143	Viskaldix tablets (AMCo)	Clopamide/Pindolol	2040100
1170	Cyclopenthiazide 500microgram tablets	Cyclopenthiazide	2020100
22242	NAVIDREX	0	0
2046	Navidrex 500microgram tablets (AMCo)	Cyclopenthiazide	2020100
5189	Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets	Enalapril maleate/Hydrochlorothiazide	02020100/02050501
1021	Innozide 20mg/12.5mg tablets (Merck Sharp & Dohme Ltd)	Enalapril maleate/Hydrochlorothiazide	02020100/02050501
17252	Esidrex 25mg Tablet (Novartis Pharmaceuticals UK Ltd)	Hydrochlorothiazide	2020100
13363	Esidrex 50mg Tablet (Novartis Pharmaceuticals UK Ltd)	Hydrochlorothiazide	2020100
13472	ESIDREX-K TAB	0	0
62516	Hydrochlorothiazide 12.5mg tablets	Hydrochlorothiazide	2020100
23483	HYDROCHLOROTHIAZIDE 12.5MG/K 8.1MMOL S/R	0	0
15577	HYDROCHLOROTHIAZIDE 12.5MG/K 8.1MMOL S/R 12.5 MG TAB	0	0
542	Hydrochlorothiazide 25mg tablets	Hydrochlorothiazide	2020100
3517	Hydrochlorothiazide 50mg tablets	Hydrochlorothiazide	2020100
48132	Hydrochlorothiazide Capsule	Hydrochlorothiazide	2020100
57488	Hydrochlorothiazide Oral solution	Hydrochlorothiazide	2020100
12440	Hydrosaluric 25mg tablets (Merck Sharp & Dohme Ltd)	Hydrochlorothiazide	0
16632	Hydrosaluric 50mg tablets (Merck Sharp & Dohme Ltd)	Hydrochlorothiazide	0
41889	TRIAMTERENE 50MG HYDROCHLOROTHIAZIDE25MG	0	0
3962	TRIAMTERENE 50MG HYDROCHLOROTHIAZIDE25MG TAB	0	0
18263	Acezide 25mg/50mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)	Hydrochlorothiazide/Captopril	2050501
25051	CAPOZIDE	0	0
1520	Capozide 25mg/50mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)	Hydrochlorothiazide/Captopril	02020100/02050501
39227	Capozide LS 12.5mg/25mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)	Hydrochlorothiazide/Captopril	2050501
3203	Capozide LS Tablet (E R Squibb and Sons Ltd)	Hydrochlorothiazide/Captopril	02020100/02050501
32166	Capto-co 25mg+50mg Tablet (IVAX Pharmaceuticals UK Ltd)	Hydrochlorothiazide/Captopril	02020100/02050501
11561	Co-zidocapt 12.5mg/25mg tablets	Hydrochlorothiazide/Captopril	02020100/02050501
11351	Co-zidocapt 25mg/50mg tablets	Hydrochlorothiazide/Captopril	02020100/02050501
10627	Co-Betaloc tablets (Pfizer Ltd)	Metoprolol tartrate/Hydrochlorothiazide	0
7066	Metoprolol 100mg / Hydrochlorothiazide 12.5mg tablets	Metoprolol tartrate/Hydrochlorothiazide	0
13525	Hydrenox 50mg Tablet (Knoll Ltd)	Hydroflumethiazide	2020100
12110	Hydroflumethiazide 50mg Tablet	Hydroflumethiazide	2020100
62066	Cardide SR 1.5mg tablets (Teva UK Ltd)	Indapamide	2020100
41885	Ethibide XL 1.5mg tablets (Genus Pharmaceuticals Ltd)	Indapamide	2020100
5112	Indapamide 1.5mg modified-release tablets	Indapamide	2020100
46675	Indapamide 1.5mg modified-release tablets (A A H Pharmaceuticals Ltd)	Indapamide	2020100
62771	Indapamide 1.5mg modified-release tablets (DE Pharmaceuticals)	Indapamide	2020100
60020	Indapamide 1.5mg modified-release tablets (Waymade Healthcare Plc)	Indapamide	2020100
44168	Indipam XL 1.5mg tablets (Actavis UK Ltd)	Indapamide	2020100
43184	Mapemid XL 1.5mg tablets (Teva UK Ltd)	Indapamide	2020100
27546	NATRILIX	0	0
3056	Natrilix SR 1.5mg tablets (Servier Laboratories Ltd)	Indapamide	2020100
59616	Rawel XL 1.5mg tablets (Consilient Health Ltd)	Indapamide	2020100
41861	Tensaid XL 1.5mg tablets (Mylan Ltd)	Indapamide	2020100
39447	Varbim XL 1.5mg tablets (Teva UK Ltd)	Indapamide	2020100
2612	Indapamide 2.5mg tablets	Indapamide hemihydrate	2020100
48099	Indapamide 2.5mg tablets (A A H Pharmaceuticals Ltd)	Indapamide hemihydrate	2020100
43516	Indapamide 2.5mg tablets (Actavis UK Ltd)	Indapamide hemihydrate	2020100
54316	Indapamide 2.5mg tablets (Alliance Healthcare (Distribution) Ltd)	Indapamide hemihydrate	2020100
56296	Indapamide 2.5mg tablets (Boston Healthcare Ltd)	Indapamide hemihydrate	2020100
56760	Indapamide 2.5mg tablets (Strides Shasun (UK) Ltd)	Indapamide hemihydrate	2020100
40907	Indapamide 2.5mg tablets (Genus Pharmaceuticals Ltd)	Indapamide hemihydrate	2020100
55259	Indapamide 2.5mg tablets (Kent Pharmaceuticals Ltd)	Indapamide hemihydrate	2020100
34551	Indapamide 2.5mg tablets (Mylan Ltd)	Indapamide hemihydrate	2020100
42906	Indapamide 2.5mg tablets (Niche Generics Ltd)	Indapamide hemihydrate	2020100
49529	Indapamide 2.5mg tablets (Phoenix Healthcare Distribution Ltd)	Indapamide hemihydrate	2020100
33083	Indapamide 2.5mg tablets (Teva UK Ltd)	Indapamide hemihydrate	2020100
48079	Indapamide 2.5mg tablets (Zentiva)	Indapamide hemihydrate	2020100
64066	Indapamide 2.5mg/5ml oral suspension	0	2020100
27957	Natramid 2.5mg Tablet (Trinity Pharmaceuticals Ltd)	Indapamide hemihydrate	2020100
7641	Natrilix 2.5mg tablets (Servier Laboratories Ltd)	Indapamide hemihydrate	2020100
15602	NATRILIX 5 MG TAB	0	0
26275	Nindaxa 2.5 tablets (Ashbourne Pharmaceuticals Ltd)	Indapamide hemihydrate	2020100
26256	Opumide 2.5mg Tablet (Opus Pharmaceuticals Ltd)	Indapamide hemihydrate	2020100
37978	Perindopril arginine 5mg / Indapamide 1.25mg tablets	Indapamide/perindopril Arginine	02020100/02050501
14228	Coversyl Plus tablets (Servier Laboratories Ltd)	Indapamide/Perindopril erbumine	0
6794	Perindopril erbumine 4mg / Indapamide 1.25mg tablets	Indapamide/Perindopril erbumine	02020100/02050500/02050501
39242	Carace 10 Plus tablets (Merck Sharp & Dohme Ltd)	Lisinopril/Hydrochlorothiazide	2050501
17655	Carace 10 Tablet (Bristol-Myers Squibb Pharmaceuticals Ltd)	Lisinopril/Hydrochlorothiazide	02020100/02050501
39147	Carace 20 Plus tablets (Merck Sharp & Dohme Ltd)	Lisinopril/Hydrochlorothiazide	02020100/02050501
9764	Carace 20 Tablet (Bristol-Myers Squibb Pharmaceuticals Ltd)	Lisinopril/Hydrochlorothiazide	02020100/02050501
21231	Caralpha 20mg/12.5mg tablets (Actavis UK Ltd)	Lisinopril/Hydrochlorothiazide	2050501
6786	Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets	Lisinopril/Hydrochlorothiazide	02020100/02050501
37710	Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (Teva UK Ltd)	Lisinopril/Hydrochlorothiazide	02020100/02050501
6468	Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets	Lisinopril/Hydrochlorothiazide	02020100/02050501
55399	Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (A A H Pharmaceuticals Ltd)	Lisinopril/Hydrochlorothiazide	02020100/02050501
54201	Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Almus Pharmaceuticals Ltd)	Lisinopril/Hydrochlorothiazide	02020100/02050501
33353	Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Teva UK Ltd)	Lisinopril/Hydrochlorothiazide	02020100/02050501
56244	Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Tillomed Laboratories Ltd)	Lisinopril/Hydrochlorothiazide	02020100/02050501
6359	Zestoretic 10- 10mg+12.5mg Tablet (AstraZeneca UK Ltd)	Lisinopril/Hydrochlorothiazide	02020100/02050501
39137	Zestoretic 10 tablets (AstraZeneca UK Ltd)	Lisinopril/Hydrochlorothiazide	02020100/02050501
57539	Zestoretic 10 tablets (Sigma Pharmaceuticals Plc)	Lisinopril/Hydrochlorothiazide	02020100/02050501
2982	Zestoretic 20- 20mg+12.5mg Tablet (AstraZeneca UK Ltd)	Lisinopril/Hydrochlorothiazide	02020100/02050501
38995	Zestoretic 20 tablets (AstraZeneca UK Ltd)	Lisinopril/Hydrochlorothiazide	02020100/02050501
15457	Baycaron 25mg Tablet (Bayer Plc)	Mefruside	2020100
17143	Mefruside 25mg Tablet	Mefruside	2020100
8464	Meprobamate with bendroflumethiazide Tablet	Meprobamate/Bendroflumethiazide	02020100/04010200
8303	Tenavoid Tablet (Edwin Burgess Ltd)	Meprobamate/Bendroflumethiazide	02020100/04010200
18267	Enduron 5mg Tablet (Abbott Laboratories Ltd)	Methyclothiazide	2020100
18244	ENDURONYL TAB	0	0
20057	Methyclothiazide 5mg Tablet	Methyclothiazide	2020100
21346	Hydromet Tablet (MSD Thomas Morson Pharmaceuticals)	Methyldopa Anhydrous/Hydrochlorothiazide	2050200
28738	Methyldopa with hydrochlorothiazide Tablet	Methyldopa Anhydrous/Hydrochlorothiazide	2050200
8602	Metenix 5mg tablets (Sanofi)	Metolazone	2020100
53674	Metolazone 2.5mg tablets	Metolazone	2020100
49752	Metolazone 2.5mg/5ml oral solution	0	2020100
4334	Metolazone 500microgram low dose Tablet	Metolazone	2020100
4332	Metolazone 5mg tablets	Metolazone	2020100
55777	Metolazone 5mg/5ml oral solution	0	2020100
54329	Metolazone 5mg/5ml oral suspension	Metolazone	2020100
